tag,x,y,direction,x_variance,y_variance,xy_covariance
yellow,33.86475,-53.58189,0.0,0.01,0.01,0.0
blue,32.3301,-50.52386,0.0,0.01,0.01,0.0
yellow,32.28701,-53.52354,0.0,0.01,0.01,0.0
blue,30.65043,-50.4743,0.0,0.01,0.01,0.0
yellow,30.56844,-53.47314,0.0,0.01,0.01,0.0
blue,28.90072,-50.46111,0.0,0.01,0.01,0.0
yellow,28.91844,-53.46103,0.0,0.01,0.01,0.0
blue,27.19754,-50.48151,0.0,0.01,0.01,0.0
yellow,27.22189,-53.48141,0.0,0.01,0.01,0.0
blue,25.49814,-50.49807,0.0,0.01,0.01,0.0
yellow,25.52153,-53.49798,0.0,0.01,0.01,0.0
blue,23.79878,-50.49854,0.0,0.01,0.01,0.0
yellow,23.82089,-53.49845,0.0,0.01,0.01,0.0
blue,22.09941,-50.499,0.0,0.01,0.01,0.0
yellow,22.12025,-53.49893,0.0,0.01,0.01,0.0
blue,20.40005,-50.49947,0.0,0.01,0.01,0.0
yellow,20.41962,-53.4994,0.0,0.01,0.01,0.0
blue,18.7007,-50.49994,0.0,0.01,0.01,0.0
yellow,18.71899,-53.49988,0.0,0.01,0.01,0.0
blue,17.00134,-50.5004,0.0,0.01,0.01,0.0
yellow,17.01835,-53.50035,0.0,0.01,0.01,0.0
blue,15.2862,-50.50822,0.0,0.01,0.01,0.0
yellow,15.33357,-53.50783,0.0,0.01,0.01,0.0
blue,13.58449,-50.54647,0.0,0.01,0.01,0.0
yellow,13.63615,-53.54602,0.0,0.01,0.01,0.0
blue,11.88687,-50.5837,0.0,0.01,0.01,0.0
yellow,11.93461,-53.5833,0.0,0.01,0.01,0.0
blue,10.2288,-50.59068,0.0,0.01,0.01,0.0
yellow,10.19283,-53.59045,0.0,0.01,0.01,0.0
blue,8.617191,-50.53069,0.0,0.01,0.01,0.0
yellow,8.407316,-53.52331,0.0,0.01,0.01,0.0
blue,6.903903,-50.4164,0.0,0.01,0.01,0.0
yellow,6.728386,-53.41125,0.0,0.01,0.01,0.0
blue,5.223192,-50.32215,0.0,0.01,0.01,0.0
yellow,5.014517,-53.31486,0.0,0.01,0.01,0.0
blue,3.64462,-50.16146,0.0,0.01,0.01,0.0
yellow,3.21152,-53.13001,0.0,0.01,0.01,0.0
blue,2.215255,-49.85229,0.0,0.01,0.01,0.0
yellow,1.322225,-52.7162,0.0,0.01,0.01,0.0
blue,1.122366,-49.34872,0.0,0.01,0.01,0.0
yellow,-0.6456772,-51.77203,0.0,0.01,0.01,0.0
blue,0.5595289,-48.62783,0.0,0.01,0.01,0.0
yellow,-2.176353,-49.85708,0.0,0.01,0.01,0.0
blue,0.5790102,-48.23939,0.0,0.01,0.01,0.0
yellow,-2.140177,-46.97213,0.0,0.01,0.01,0.0
blue,1.051642,-47.68576,0.0,0.01,0.01,0.0
yellow,-0.3754385,-45.04724,0.0,0.01,0.01,0.0
blue,2.199077,-47.32061,0.0,0.01,0.01,0.0
yellow,1.695165,-44.3633,0.0,0.01,0.01,0.0
blue,3.64716,-47.21161,0.0,0.01,0.01,0.0
yellow,3.633257,-44.21165,0.0,0.01,0.01,0.0
blue,5.236309,-47.27269,0.0,0.01,0.01,0.0
yellow,5.440848,-44.27969,0.0,0.01,0.01,0.0
blue,6.920234,-47.40466,0.0,0.01,0.01,0.0
yellow,7.146524,-44.41321,0.0,0.01,0.01,0.0
blue,8.710312,-47.50214,0.0,0.01,0.01,0.0
yellow,8.750681,-44.50243,0.0,0.01,0.01,0.0
blue,10.44417,-47.48097,0.0,0.01,0.01,0.0
yellow,10.41641,-44.48114,0.0,0.01,0.01,0.0
blue,12.13295,-47.48236,0.0,0.01,0.01,0.0
yellow,12.12753,-44.48241,0.0,0.01,0.01,0.0
blue,13.82815,-47.49055,0.0,0.01,0.01,0.0
yellow,13.83229,-44.49063,0.0,0.01,0.01,0.0
blue,15.52334,-47.49875,0.0,0.01,0.01,0.0
yellow,15.53704,-44.49885,0.0,0.01,0.01,0.0
blue,17.21854,-47.50694,0.0,0.01,0.01,0.0
yellow,17.2418,-44.50707,0.0,0.01,0.01,0.0
blue,18.91569,-47.51786,0.0,0.01,0.01,0.0
yellow,18.94457,-44.51801,0.0,0.01,0.01,0.0
blue,20.61781,-47.53575,0.0,0.01,0.01,0.0
yellow,20.64227,-44.53585,0.0,0.01,0.01,0.0
blue,22.31993,-47.55363,0.0,0.01,0.01,0.0
yellow,22.33996,-44.55371,0.0,0.01,0.01,0.0
blue,24.02266,-47.57061,0.0,0.01,0.01,0.0
yellow,24.03705,-44.57065,0.0,0.01,0.01,0.0
blue,25.73592,-47.57207,0.0,0.01,0.01,0.0
yellow,25.72376,-44.57211,0.0,0.01,0.01,0.0
blue,27.45677,-47.55338,0.0,0.01,0.01,0.0
yellow,27.40267,-44.55391,0.0,0.01,0.01,0.0
blue,29.18288,-47.50624,0.0,0.01,0.01,0.0
yellow,29.0752,-44.50818,0.0,0.01,0.01,0.0
blue,30.81236,-47.49745,0.0,0.01,0.01,0.0
yellow,30.84497,-44.49763,0.0,0.01,0.01,0.0
blue,32.54438,-47.51548,0.0,0.01,0.01,0.0
yellow,32.51261,-44.51568,0.0,0.01,0.01,0.0
blue,34.42429,-47.39596,0.0,0.01,0.01,0.0
yellow,34.0238,-44.42289,0.0,0.01,0.01,0.0
blue,36.48757,-46.83358,0.0,0.01,0.01,0.0
yellow,35.23273,-44.1088,0.0,0.01,0.01,0.0
blue,38.2934,-45.61652,0.0,0.01,0.01,0.0
yellow,36.23563,-43.43409,0.0,0.01,0.01,0.0
blue,39.47666,-42.85857,0.0,0.01,0.01,0.0
yellow,36.50333,-43.25741,0.0,0.01,0.01,0.0
blue,38.09711,-40.54601,0.0,0.01,0.01,0.0
yellow,36.07781,-42.76449,0.0,0.01,0.01,0.0
blue,36.30857,-39.34267,0.0,0.01,0.01,0.0
yellow,35.05959,-42.07002,0.0,0.01,0.01,0.0
blue,34.28138,-38.77133,0.0,0.01,0.01,0.0
yellow,33.82063,-41.73572,0.0,0.01,0.01,0.0
blue,32.43547,-38.59787,0.0,0.01,0.01,0.0
yellow,32.2827,-41.59395,0.0,0.01,0.01,0.0
blue,30.73518,-38.52781,0.0,0.01,0.01,0.0
yellow,30.58588,-41.52407,0.0,0.01,0.01,0.0
blue,29.00575,-38.44042,0.0,0.01,0.01,0.0
yellow,28.91995,-41.43915,0.0,0.01,0.01,0.0
blue,27.25793,-38.42224,0.0,0.01,0.01,0.0
yellow,27.26817,-41.42218,0.0,0.01,0.01,0.0
blue,25.53653,-38.44271,0.0,0.01,0.01,0.0
yellow,25.58985,-41.44224,0.0,0.01,0.01,0.0
blue,23.84064,-38.47518,0.0,0.01,0.01,0.0
yellow,23.88636,-41.47483,0.0,0.01,0.01,0.0
blue,22.15721,-38.49949,0.0,0.01,0.01,0.0
yellow,22.17017,-41.49945,0.0,0.01,0.01,0.0
blue,20.45719,-38.4996,0.0,0.01,0.01,0.0
yellow,20.47019,-41.49957,0.0,0.01,0.01,0.0
blue,18.75717,-38.49973,0.0,0.01,0.01,0.0
yellow,18.77022,-41.49969,0.0,0.01,0.01,0.0
blue,17.05714,-38.49984,0.0,0.01,0.01,0.0
yellow,17.07025,-41.49981,0.0,0.01,0.01,0.0
blue,15.35712,-38.49997,0.0,0.01,0.01,0.0
yellow,15.37027,-41.49994,0.0,0.01,0.01,0.0
blue,13.65711,-38.50008,0.0,0.01,0.01,0.0
yellow,13.67031,-41.50005,0.0,0.01,0.01,0.0
blue,11.95709,-38.50021,0.0,0.01,0.01,0.0
yellow,11.97034,-41.50018,0.0,0.01,0.01,0.0
blue,10.24106,-38.50711,0.0,0.01,0.01,0.0
yellow,10.28648,-41.50677,0.0,0.01,0.01,0.0
blue,8.537821,-38.54707,0.0,0.01,0.01,0.0
yellow,8.590631,-41.54661,0.0,0.01,0.01,0.0
blue,6.889426,-38.56103,0.0,0.01,0.01,0.0
yellow,6.839411,-41.5606,0.0,0.01,0.01,0.0
blue,5.279544,-38.4679,0.0,0.01,0.01,0.0
yellow,5.055704,-41.45954,0.0,0.01,0.01,0.0
blue,3.631228,-38.34364,0.0,0.01,0.01,0.0
yellow,3.313949,-41.3268,0.0,0.01,0.01,0.0
blue,2.274345,-38.08685,0.0,0.01,0.01,0.0
yellow,1.339172,-40.93724,0.0,0.01,0.01,0.0
blue,1.378228,-37.53752,0.0,0.01,0.01,0.0
yellow,-0.6511855,-39.74676,0.0,0.01,0.01,0.0
blue,0.6321018,-36.61217,0.0,0.01,0.01,0.0
yellow,-2.013954,-38.0249,0.0,0.01,0.01,0.0
blue,0.5142131,-36.22028,0.0,0.01,0.01,0.0
yellow,-2.290256,-35.15528,0.0,0.01,0.01,0.0
blue,1.120954,-35.43764,0.0,0.01,0.01,0.0
yellow,-0.9007658,-33.22149,0.0,0.01,0.01,0.0
blue,2.035592,-34.87965,0.0,0.01,0.01,0.0
yellow,1.073832,-32.03821,0.0,0.01,0.01,0.0
blue,3.363218,-34.62754,0.0,0.01,0.01,0.0
yellow,3.07609,-31.64135,0.0,0.01,0.01,0.0
blue,4.956716,-34.55118,0.0,0.01,0.01,0.0
yellow,4.877689,-31.55222,0.0,0.01,0.01,0.0
blue,6.706681,-34.49467,0.0,0.01,0.01,0.0
yellow,6.52564,-31.50015,0.0,0.01,0.01,0.0
blue,8.339858,-34.43247,0.0,0.01,0.01,0.0
yellow,8.289666,-31.4329,0.0,0.01,0.01,0.0
blue,10.00415,-34.42902,0.0,0.01,0.01,0.0
yellow,10.02524,-31.42914,0.0,0.01,0.01,0.0
blue,11.694,-34.45192,0.0,0.01,0.01,0.0
yellow,11.73504,-31.4522,0.0,0.01,0.01,0.0
blue,13.39546,-34.48141,0.0,0.01,0.01,0.0
yellow,13.43306,-31.48164,0.0,0.01,0.01,0.0
blue,15.11408,-34.5,0.0,0.01,0.01,0.0
yellow,15.11418,-31.5,0.0,0.01,0.01,0.0
blue,16.81278,-34.50005,0.0,0.01,0.01,0.0
yellow,16.81548,-31.50006,0.0,0.01,0.01,0.0
blue,18.51148,-34.5001,0.0,0.01,0.01,0.0
yellow,18.51677,-31.50011,0.0,0.01,0.01,0.0
blue,20.21017,-34.50015,0.0,0.01,0.01,0.0
yellow,20.21805,-31.50017,0.0,0.01,0.01,0.0
blue,21.90887,-34.5002,0.0,0.01,0.01,0.0
yellow,21.91935,-31.50023,0.0,0.01,0.01,0.0
blue,23.60757,-34.50024,0.0,0.01,0.01,0.0
yellow,23.62064,-31.50028,0.0,0.01,0.01,0.0
blue,25.30628,-34.50029,0.0,0.01,0.01,0.0
yellow,25.32195,-31.50034,0.0,0.01,0.01,0.0
blue,26.96048,-34.5363,0.0,0.01,0.01,0.0
yellow,27.0665,-31.53818,0.0,0.01,0.01,0.0
blue,28.65701,-34.60826,0.0,0.01,0.01,0.0
yellow,28.76693,-31.61027,0.0,0.01,0.01,0.0
blue,30.40376,-34.65488,0.0,0.01,0.01,0.0
yellow,30.41872,-31.65495,0.0,0.01,0.01,0.0
blue,32.23082,-34.59527,0.0,0.01,0.01,0.0
yellow,31.98885,-31.60508,0.0,0.01,0.01,0.0
blue,34.09482,-34.31931,0.0,0.01,0.01,0.0
yellow,33.48574,-31.38179,0.0,0.01,0.01,0.0
blue,35.99429,-33.76022,0.0,0.01,0.01,0.0
yellow,34.84523,-30.98917,0.0,0.01,0.01,0.0
blue,37.84623,-32.54126,0.0,0.01,0.01,0.0
yellow,35.80864,-30.33941,0.0,0.01,0.01,0.0
blue,39.23379,-30.6971,0.0,0.01,0.01,0.0
yellow,36.48094,-29.5076,0.0,0.01,0.01,0.0
blue,38.88918,-27.66191,0.0,0.01,0.01,0.0
yellow,36.4025,-29.33921,0.0,0.01,0.01,0.0
blue,37.35595,-26.10582,0.0,0.01,0.01,0.0
yellow,35.54556,-28.49785,0.0,0.01,0.01,0.0
blue,35.41436,-25.08462,0.0,0.01,0.01,0.0
yellow,34.49793,-27.94117,0.0,0.01,0.01,0.0
blue,33.53106,-24.6616,0.0,0.01,0.01,0.0
yellow,33.06594,-27.62531,0.0,0.01,0.01,0.0
blue,31.72788,-24.43843,0.0,0.01,0.01,0.0
yellow,31.4958,-27.42943,0.0,0.01,0.01,0.0
blue,29.91423,-24.37661,0.0,0.01,0.01,0.0
yellow,29.91224,-27.37657,0.0,0.01,0.01,0.0
blue,28.17474,-24.41102,0.0,0.01,0.01,0.0
yellow,28.25261,-27.41,0.0,0.01,0.01,0.0
blue,26.47227,-24.46823,0.0,0.01,0.01,0.0
yellow,26.55705,-27.46703,0.0,0.01,0.01,0.0
blue,24.81161,-24.49994,0.0,0.01,0.01,0.0
yellow,24.81853,-27.49993,0.0,0.01,0.01,0.0
blue,23.11122,-24.49996,0.0,0.01,0.01,0.0
yellow,23.11893,-27.49995,0.0,0.01,0.01,0.0
blue,21.41083,-24.49998,0.0,0.01,0.01,0.0
yellow,21.41932,-27.49997,0.0,0.01,0.01,0.0
blue,19.71043,-24.50001,0.0,0.01,0.01,0.0
yellow,19.71972,-27.49999,0.0,0.01,0.01,0.0
blue,18.01005,-24.50003,0.0,0.01,0.01,0.0
yellow,18.02011,-27.50001,0.0,0.01,0.01,0.0
blue,16.30965,-24.50005,0.0,0.01,0.01,0.0
yellow,16.3205,-27.50003,0.0,0.01,0.01,0.0
blue,14.60926,-24.50008,0.0,0.01,0.01,0.0
yellow,14.6209,-27.50005,0.0,0.01,0.01,0.0
blue,12.90887,-24.5001,0.0,0.01,0.01,0.0
yellow,12.92129,-27.50007,0.0,0.01,0.01,0.0
blue,11.20848,-24.50012,0.0,0.01,0.01,0.0
yellow,11.22168,-27.50009,0.0,0.01,0.01,0.0
blue,9.508091,-24.50014,0.0,0.01,0.01,0.0
yellow,9.522076,-27.50011,0.0,0.01,0.01,0.0
blue,7.807701,-24.50017,0.0,0.01,0.01,0.0
yellow,7.822469,-27.50013,0.0,0.01,0.01,0.0
blue,6.054794,-24.55614,0.0,0.01,0.01,0.0
yellow,6.177612,-27.55362,0.0,0.01,0.01,0.0
blue,4.459087,-24.59077,0.0,0.01,0.01,0.0
yellow,4.374918,-27.58954,0.0,0.01,0.01,0.0
blue,3.026295,-24.40888,0.0,0.01,0.01,0.0
yellow,2.438983,-27.35081,0.0,0.01,0.01,0.0
blue,1.71031,-24.03113,0.0,0.01,0.01,0.0
yellow,0.4984909,-26.7751,0.0,0.01,0.01,0.0
blue,1.024394,-23.45857,0.0,0.01,0.01,0.0
yellow,-1.405373,-25.21795,0.0,0.01,0.01,0.0
blue,0.5354365,-22.45394,0.0,0.01,0.01,0.0
yellow,-2.376391,-23.17385,0.0,0.01,0.01,0.0
blue,0.6297027,-21.70389,0.0,0.01,0.01,0.0
yellow,-2.159902,-20.60111,0.0,0.01,0.01,0.0
blue,1.265808,-20.62824,0.0,0.01,0.01,0.0
yellow,-1.078402,-18.75628,0.0,0.01,0.01,0.0
blue,2.135672,-19.90776,0.0,0.01,0.01,0.0
yellow,0.6401403,-17.30718,0.0,0.01,0.01,0.0
blue,3.299088,-19.42922,0.0,0.01,0.01,0.0
yellow,2.615136,-16.5083,0.0,0.01,0.01,0.0
blue,4.665784,-19.2901,0.0,0.01,0.01,0.0
yellow,4.623124,-16.29044,0.0,0.01,0.01,0.0
blue,6.246157,-19.34345,0.0,0.01,0.01,0.0
yellow,6.440001,-16.34974,0.0,0.01,0.01,0.0
blue,7.951028,-19.46106,0.0,0.01,0.01,0.0
yellow,8.127067,-16.46626,0.0,0.01,0.01,0.0
blue,9.730416,-19.49985,0.0,0.01,0.01,0.0
yellow,9.746114,-16.4999,0.0,0.01,0.01,0.0
blue,11.43035,-19.49993,0.0,0.01,0.01,0.0
yellow,11.44617,-16.49997,0.0,0.01,0.01,0.0
blue,13.13032,-19.5,0.0,0.01,0.01,0.0
yellow,13.14626,-16.50004,0.0,0.01,0.01,0.0
blue,14.83028,-19.50007,0.0,0.01,0.01,0.0
yellow,14.84635,-16.50011,0.0,0.01,0.01,0.0
blue,16.53022,-19.50014,0.0,0.01,0.01,0.0
yellow,16.54641,-16.50018,0.0,0.01,0.01,0.0
blue,18.23018,-19.50021,0.0,0.01,0.01,0.0
yellow,18.24649,-16.50026,0.0,0.01,0.01,0.0
blue,19.93011,-19.50028,0.0,0.01,0.01,0.0
yellow,19.94655,-16.50033,0.0,0.01,0.01,0.0
blue,21.63008,-19.50035,0.0,0.01,0.01,0.0
yellow,21.64664,-16.5004,0.0,0.01,0.01,0.0
blue,23.33002,-19.50043,0.0,0.01,0.01,0.0
yellow,23.3467,-16.50047,0.0,0.01,0.01,0.0
blue,25.02998,-19.5005,0.0,0.01,0.01,0.0
yellow,25.04678,-16.50054,0.0,0.01,0.01,0.0
blue,26.71181,-19.5348,0.0,0.01,0.01,0.0
yellow,26.76421,-16.53526,0.0,0.01,0.01,0.0
blue,28.41738,-19.57262,0.0,0.01,0.01,0.0
yellow,28.45781,-16.57292,0.0,0.01,0.01,0.0
blue,30.19075,-19.56038,0.0,0.01,0.01,0.0
yellow,30.08391,-16.56229,0.0,0.01,0.01,0.0
blue,31.94296,-19.43977,0.0,0.01,0.01,0.0
yellow,31.7232,-16.44783,0.0,0.01,0.01,0.0
blue,33.72906,-19.27492,0.0,0.01,0.01,0.0
yellow,33.32222,-16.30268,0.0,0.01,0.01,0.0
blue,35.75286,-18.76433,0.0,0.01,0.01,0.0
yellow,34.5896,-15.99923,0.0,0.01,0.01,0.0
blue,37.58409,-17.51912,0.0,0.01,0.01,0.0
yellow,35.54177,-15.32172,0.0,0.01,0.01,0.0
blue,38.93845,-15.85359,0.0,0.01,0.01,0.0
yellow,36.33337,-14.36633,0.0,0.01,0.01,0.0
blue,39.38533,-13.09469,0.0,0.01,0.01,0.0
yellow,36.48973,-13.87404,0.0,0.01,0.01,0.0
blue,38.15841,-11.02937,0.0,0.01,0.01,0.0
yellow,35.95722,-13.06749,0.0,0.01,0.01,0.0
blue,36.57826,-9.700365,0.0,0.01,0.01,0.0
yellow,34.94098,-12.21402,0.0,0.01,0.01,0.0
blue,34.50323,-8.868497,0.0,0.01,0.01,0.0
yellow,33.87506,-11.80198,0.0,0.01,0.01,0.0
blue,32.62165,-8.618314,0.0,0.01,0.01,0.0
yellow,32.38808,-11.60918,0.0,0.01,0.01,0.0
blue,30.92613,-8.498581,0.0,0.01,0.01,0.0
yellow,30.69216,-11.48944,0.0,0.01,0.01,0.0
blue,29.13882,-8.41463,0.0,0.01,0.01,0.0
yellow,29.08379,-11.41409,0.0,0.01,0.01,0.0
blue,27.39204,-8.414774,0.0,0.01,0.01,0.0
yellow,27.43069,-11.41448,0.0,0.01,0.01,0.0
blue,25.6828,-8.449398,0.0,0.01,0.01,0.0
yellow,25.74068,-11.44884,0.0,0.01,0.01,0.0
blue,23.98497,-8.489141,0.0,0.01,0.01,0.0
yellow,24.03939,-11.48865,0.0,0.01,0.01,0.0
blue,22.29931,-8.498419,0.0,0.01,0.01,0.0
yellow,22.3252,-11.49831,0.0,0.01,0.01,0.0
blue,20.60024,-8.499016,0.0,0.01,0.01,0.0
yellow,20.62422,-11.49892,0.0,0.01,0.01,0.0
blue,18.90119,-8.499613,0.0,0.01,0.01,0.0
yellow,18.92327,-11.49953,0.0,0.01,0.01,0.0
blue,17.20212,-8.500209,0.0,0.01,0.01,0.0
yellow,17.2223,-11.50014,0.0,0.01,0.01,0.0
blue,15.50308,-8.500805,0.0,0.01,0.01,0.0
yellow,15.52135,-11.50075,0.0,0.01,0.01,0.0
blue,13.80287,-8.511122,0.0,0.01,0.01,0.0
yellow,13.82163,-11.51106,0.0,0.01,0.01,0.0
blue,12.10129,-8.532982,0.0,0.01,0.01,0.0
yellow,12.12341,-11.5329,0.0,0.01,0.01,0.0
blue,10.41482,-8.547234,0.0,0.01,0.01,0.0
yellow,10.41003,-11.54722,0.0,0.01,0.01,0.0
blue,8.774594,-8.517014,0.0,0.01,0.01,0.0
yellow,8.650977,-11.51444,0.0,0.01,0.01,0.0
blue,7.081215,-8.444529,0.0,0.01,0.01,0.0
yellow,6.947486,-11.44155,0.0,0.01,0.01,0.0
blue,5.411514,-8.367693,0.0,0.01,0.01,0.0
yellow,5.220889,-11.36163,0.0,0.01,0.01,0.0
blue,3.834973,-8.214634,0.0,0.01,0.01,0.0
yellow,3.414308,-11.18498,0.0,0.01,0.01,0.0
blue,2.418855,-7.911144,0.0,0.01,0.01,0.0
yellow,1.511012,-10.77047,0.0,0.01,0.01,0.0
blue,1.228416,-7.368662,0.0,0.01,0.01,0.0
yellow,-0.3813354,-9.900143,0.0,0.01,0.01,0.0
blue,0.727603,-6.839866,0.0,0.01,0.01,0.0
yellow,-2.071385,-7.918214,0.0,0.01,0.01,0.0
blue,0.508755,-5.633926,0.0,0.01,0.01,0.0
yellow,-2.486686,-5.797212,0.0,0.01,0.01,0.0
blue,0.6213632,-4.444017,0.0,0.01,0.01,0.0
yellow,-2.262799,-3.620158,0.0,0.01,0.01,0.0
blue,1.123714,-3.703149,0.0,0.01,0.01,0.0
yellow,-0.9533895,-1.538743,0.0,0.01,0.01,0.0
blue,2.118643,-2.995854,0.0,0.01,0.01,0.0
yellow,0.818217,-0.2927568,0.0,0.01,0.01,0.0
blue,3.317575,-2.672791,0.0,0.01,0.01,0.0
yellow,2.881651,0.295348,0.0,0.01,0.01,0.0
blue,4.842771,-2.552716,0.0,0.01,0.01,0.0
yellow,4.743927,0.4456424,0.0,0.01,0.01,0.0
blue,6.525741,-2.523128,0.0,0.01,0.01,0.0
yellow,6.460423,0.4761591,0.0,0.01,0.01,0.0
blue,8.211266,-2.473836,0.0,0.01,0.01,0.0
yellow,8.173325,0.5258926,0.0,0.01,0.01,0.0
blue,9.882726,-2.48114,0.0,0.01,0.01,0.0
yellow,9.90178,0.5187998,0.0,0.01,0.01,0.0
blue,11.58314,-2.498947,0.0,0.01,0.01,0.0
yellow,11.60112,0.5009938,0.0,0.01,0.01,0.0
blue,13.28756,-2.49896,0.0,0.01,0.01,0.0
yellow,13.29674,0.5009868,0.0,0.01,0.01,0.0
blue,14.99198,-2.498973,0.0,0.01,0.01,0.0
yellow,14.99236,0.5009797,0.0,0.01,0.01,0.0
blue,16.69637,-2.498986,0.0,0.01,0.01,0.0
yellow,16.68795,0.5009725,0.0,0.01,0.01,0.0
blue,18.39923,-2.495316,0.0,0.01,0.01,0.0
yellow,18.3851,0.5046499,0.0,0.01,0.01,0.0
blue,20.09744,-2.480718,0.0,0.01,0.01,0.0
yellow,20.08676,0.519262,0.0,0.01,0.01,0.0
blue,21.77089,-2.480506,0.0,0.01,0.01,0.0
yellow,21.81327,0.5191844,0.0,0.01,0.01,0.0
blue,23.375,-2.549887,0.0,0.01,0.01,0.0
yellow,23.60524,0.4412297,0.0,0.01,0.01,0.0
blue,25.04545,-2.703701,0.0,0.01,0.01,0.0
yellow,25.32049,0.283664,0.0,0.01,0.01,0.0
blue,26.76725,-2.858767,0.0,0.01,0.01,0.0
yellow,26.98491,0.1333253,0.0,0.01,0.01,0.0
blue,28.53805,-2.925753,0.0,0.01,0.01,0.0
yellow,28.61089,0.07334042,0.0,0.01,0.01,0.0
